Rank,Name,Nationality,Position,Team,League,Age,Birth Year,Matches Played,Matches Started,Playing Time Min,90 Minutes Played,Goals,Assists,Goals + Assists,Goals - Penalty Kick,Penalty Kick,Penalty Kick Attempts,Yellow Cards,Red Cards,Expected Goals,Non-Penalty Expected Goals,Expected xAG,Non-Penalty Expected Goals + Expected Assisted Goals,Progressive Carries,Progressive Passes,Progressive Receptions,Goals Per 90,Assists Per 90,Goals + Assists Per 90,Goals - Penalty Kick Per 90,Per 90 Minutes G+A-PK,Expected Goals Per 90,Expected Assisted Goals Per 90,Per 90 Minutes xG+xAG,Non-Penalty Expected Goals Per 90,Non-Penalty Expected Goals + Expected Assisted Goals Per 90
2330,Juan Soriano,es ESP,GK,Leganés,es La Liga,27-178,1997,6,6,540,6.0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2331,Borna Sosa,hr CRO,DF,Torino,it Serie A,27-027,1998,19,14,1181,13.1,0,0,0,0,0,0,0,0,0.3,0.3,0.7,1.0,13,51,49,0.00,0.00,0.00,0.00,0.00,0.02,0.05,0.07,0.02,0.07
2332,Ramón Sosa,py PAR,"FW,MF",Nott'ham Forest,eng Premier League,25-170,1999,14,1,241,2.7,1,0,1,1,0,0,1,0,0.9,0.9,0.4,1.4,10,4,14,0.37,0.00,0.37,0.37,0.37,0.35,0.15,0.51,0.35,0.51
2333,Hugo Sotelo,es ESP,MF,Celta Vigo,es La Liga,21-060,2003,16,10,894,9.9,0,0,0,0,0,0,4,0,0.1,0.1,1.3,1.4,15,65,29,0.00,0.00,0.00,0.00,0.00,0.01,0.13,0.14,0.01,0.14
2334,Florian Sotoca,fr FRA,"FW,MF",Lens,fr Ligue 1,34-115,1990,20,15,1207,13.4,0,1,1,0,0,0,2,0,3.4,3.4,1.1,4.5,31,70,117,0.00,0.07,0.07,0.00,0.07,0.25,0.08,0.34,0.25,0.34
2335,Riccardo Sottil,it ITA,"FW,MF",Fiorentina,it Serie A,25-259,1999,18,8,833,9.3,1,1,2,1,0,0,1,0,0.9,0.9,0.9,1.7,71,18,100,0.11,0.11,0.22,0.11,0.22,0.09,0.09,0.19,0.09,0.19
2336,Riccardo Sottil,it ITA,FW,Milan,it Serie A,25-259,1999,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2337,Tomáš Souček,cz CZE,MF,West Ham,eng Premier League,29-356,1995,23,20,1750,19.4,5,1,6,5,0,0,8,0,3.7,3.7,1.0,4.7,4,57,43,0.26,0.05,0.31,0.26,0.31,0.19,0.05,0.24,0.19,0.24
2338,Matìas Soulé,ar ARG,"MF,FW",Roma,it Serie A,21-308,2003,14,9,731,8.1,2,0,2,2,0,0,2,0,1.8,1.8,1.0,2.8,33,36,82,0.25,0.00,0.25,0.25,0.25,0.22,0.12,0.34,0.22,0.34
2339,Boubakary Soumaré,fr FRA,MF,Leicester City,eng Premier League,25-356,1999,18,14,1285,14.3,0,0,0,0,0,0,8,0,0.2,0.2,0.3,0.5,20,62,15,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03
2340,Issa Soumaré,sn SEN,"MF,FW",Le Havre,fr Ligue 1,24-130,2000,17,10,941,10.5,1,1,2,1,0,0,0,0,2.0,2.0,1.2,3.2,25,20,77,0.10,0.10,0.19,0.10,0.19,0.19,0.12,0.31,0.19,0.31
2341,Djibril Sow,ch SUI,MF,Sevilla,es La Liga,28-011,1997,19,14,1245,13.8,1,1,2,1,0,0,4,0,1.8,1.8,0.6,2.3,14,70,31,0.07,0.07,0.14,0.07,0.14,0.13,0.04,0.17,0.13,0.17
2342,Saidou Sow,gn GUI,DF,Strasbourg,fr Ligue 1,22-228,2002,12,11,1018,11.3,0,1,1,0,0,0,2,0,0.3,0.3,0.2,0.5,0,16,2,0.00,0.09,0.09,0.00,0.09,0.03,0.01,0.04,0.03,0.04
2343,Saidou Sow,gn GUI,DF,Nantes,fr Ligue 1,22-228,2002,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,11,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
2344,Djed Spence,eng ENG,DF,Tottenham,eng Premier League,24-192,2000,12,8,770,8.6,0,1,1,0,0,0,3,1,0.2,0.2,1.2,1.3,30,45,38,0.00,0.12,0.12,0.00,0.12,0.02,0.14,0.15,0.02,0.15
2345,Leonardo Spinazzola,it ITA,"DF,FW",Napoli,it Serie A,31-329,1993,16,7,637,7.1,1,1,2,1,0,0,1,0,0.2,0.2,1.8,2.0,39,37,38,0.14,0.14,0.28,0.14,0.28,0.02,0.26,0.29,0.02,0.29
2346,Anton Stach,de GER,"DF,MF",Hoffenheim,de Bundesliga,26-094,1998,19,18,1604,17.8,1,1,2,1,0,0,4,0,1.2,1.2,0.9,2.1,17,98,21,0.06,0.06,0.11,0.06,0.11,0.07,0.05,0.12,0.07,0.12
2347,Jens Stage,dk DEN,MF,Werder Bremen,de Bundesliga,28-101,1996,16,15,1246,13.8,7,3,10,7,0,0,5,0,4.1,4.1,1.9,6.0,15,55,49,0.51,0.22,0.72,0.51,0.72,0.30,0.14,0.44,0.30,0.44
2348,Josip Stanišić,hr CRO,DF,Bayern Munich,de Bundesliga,24-321,2000,3,0,74,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,2,4,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.00,0.07
2349,Filip Stankovic,rs SRB,GK,Venezia,it Serie A,22-358,2002,16,16,1367,15.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2350,Jay Stansfield,eng ENG,MF,Fulham,eng Premier League,22-085,2002,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
2351,Carl Starfelt,se SWE,DF,Celta Vigo,es La Liga,29-261,1995,21,19,1716,19.1,1,0,1,1,0,0,5,0,0.3,0.3,0.1,0.4,5,47,1,0.05,0.00,0.05,0.05,0.05,0.02,0.01,0.02,0.02,0.02
2352,Niklas Stark,de GER,DF,Werder Bremen,de Bundesliga,29-309,1995,16,15,1251,13.9,0,1,1,0,0,0,4,1,0.5,0.5,0.1,0.6,6,36,2,0.00,0.07,0.07,0.00,0.07,0.04,0.01,0.04,0.04,0.04
2353,Lucas Stassin,be BEL,FW,Saint-Étienne,fr Ligue 1,20-081,2004,19,14,1104,12.3,4,4,8,4,0,0,3,0,3.7,3.7,2.5,6.1,17,16,87,0.33,0.33,0.65,0.33,0.65,0.30,0.20,0.50,0.30,0.50
2354,Jason Steele,eng ENG,GK,Brighton,eng Premier League,34-183,1990,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2355,Orri Steinn Óskarsson,is ISL,FW,Real Sociedad,es La Liga,20-172,2004,16,5,562,6.2,3,0,3,3,0,0,0,0,4.7,4.7,0.1,4.8,4,7,38,0.48,0.00,0.48,0.48,0.48,0.76,0.01,0.78,0.76,0.78
2356,Pascal Stenzel,de GER,DF,Stuttgart,de Bundesliga,28-334,1996,4,2,131,1.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,6,6,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08
2357,Jack Stephens,eng ENG,DF,Southampton,eng Premier League,31-021,1994,11,10,803,8.9,0,0,0,0,0,0,2,2,0.3,0.3,0.1,0.4,11,43,1,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05
2358,Leonidas Stergiou,ch SUI,DF,Stuttgart,de Bundesliga,22-351,2002,6,5,390,4.3,0,1,1,0,0,0,0,0,0.1,0.1,0.0,0.1,3,16,9,0.00,0.23,0.23,0.00,0.23,0.02,0.01,0.03,0.02,0.03
2359,Raheem Sterling,eng ENG,"FW,MF",Arsenal,eng Premier League,30-071,1994,10,4,286,3.2,0,1,1,0,0,0,1,0,0.9,0.9,0.2,1.1,17,14,50,0.00,0.31,0.31,0.00,0.31,0.28,0.06,0.35,0.28,0.35
2360,Enzo Sternal,fr FRA,"FW,MF",Marseille,fr Ligue 1,17-265,2007,2,0,24,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.00,0.09
2361,Finley Stevens,wls WAL,DF,St. Pauli,de Bundesliga,21-313,2003,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2362,Ross Stewart,sct SCO,"FW,MF",Southampton,eng Premier League,28-221,1996,4,1,132,1.5,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,1,5,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08
2363,Angelo Stiller,de GER,MF,Stuttgart,de Bundesliga,23-319,2001,22,21,1916,21.3,0,5,5,0,0,0,4,0,0.6,0.6,4.2,4.9,27,197,44,0.00,0.23,0.23,0.00,0.23,0.03,0.20,0.23,0.03,0.23
2364,Kevin Stöger,at AUT,"MF,FW",Gladbach,de Bundesliga,31-174,1993,21,12,1173,13.0,2,3,5,1,1,1,2,0,2.4,1.6,5.1,6.7,30,94,78,0.15,0.23,0.38,0.08,0.31,0.19,0.39,0.58,0.13,0.51
2365,Stoichkov,es ESP,"MF,FW",Alavés,es La Liga,31-104,1993,16,6,699,7.8,0,1,1,0,0,0,1,0,1.1,1.1,1.2,2.3,9,26,41,0.00,0.13,0.13,0.00,0.13,0.14,0.15,0.30,0.14,0.30
2366,Petar Stojanović,si SVN,MF,Empoli,it Serie A,29-133,1995,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2367,Jakub Stolarczyk,pl POL,GK,Leicester City,eng Premier League,24-060,2000,6,6,540,6.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2368,John Stones,eng ENG,"DF,MF",Manchester City,eng Premier League,30-265,1994,11,6,548,6.1,2,0,2,2,0,0,1,0,0.4,0.4,0.1,0.5,10,21,2,0.33,0.00,0.33,0.33,0.33,0.07,0.01,0.08,0.07,0.08
2369,Jørgen Strand Larsen,no NOR,FW,Wolves,eng Premier League,25-011,2000,23,22,1833,20.4,7,2,9,7,0,0,2,0,6.3,6.3,1.6,7.9,9,18,63,0.34,0.10,0.44,0.34,0.44,0.31,0.08,0.39,0.31,0.39
2370,Gabriel Strefezza,br BRA,"FW,MF",Como,it Serie A,27-305,1997,24,23,1808,20.1,3,3,6,3,0,0,3,0,2.9,2.9,2.8,5.7,48,79,106,0.15,0.15,0.30,0.15,0.30,0.14,0.14,0.28,0.14,0.28
2371,Cristhian Stuani,uy URU,FW,Girona,es La Liga,38-128,1986,19,1,490,5.4,4,2,6,2,2,2,2,0,4.8,3.4,0.3,3.7,1,4,17,0.73,0.37,1.10,0.37,0.73,0.89,0.06,0.95,0.62,0.68
2372,Álex Suárez,es ESP,DF,Las Palmas,es La Liga,31-336,1993,21,21,1732,19.2,0,0,0,0,0,0,9,0,0.1,0.1,0.1,0.1,1,34,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01
2373,Denis Suárez,es ESP,"MF,FW",Villarreal,es La Liga,31-042,1994,13,4,360,4.0,1,1,2,1,0,0,0,0,0.8,0.8,0.5,1.3,12,16,19,0.25,0.25,0.50,0.25,0.50,0.20,0.12,0.32,0.20,0.32
2374,Gabriel Suazo,cl CHI,DF,Toulouse,fr Ligue 1,27-192,1997,20,14,1363,15.1,0,4,4,0,0,0,0,0,0.2,0.2,2.6,2.8,28,68,64,0.00,0.26,0.26,0.00,0.26,0.01,0.17,0.18,0.01,0.18
2375,Luka Sučić,hr CRO,MF,Real Sociedad,es La Liga,22-162,2002,19,17,1416,15.7,1,1,2,1,0,0,2,0,2.7,2.7,1.6,4.3,26,68,40,0.06,0.06,0.13,0.06,0.13,0.17,0.10,0.27,0.17,0.27
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
2376,Yukinari Sugawara,jp JPN,DF,Southampton,eng Premier League,24-234,2000,22,13,1211,13.5,1,1,2,1,0,0,4,0,0.4,0.4,2.2,2.6,27,59,59,0.07,0.07,0.15,0.07,0.15,0.03,0.17,0.20,0.03,0.20
2377,Niklas Süle,de GER,DF,Dortmund,de Bundesliga,29-167,1995,8,6,551,6.1,0,0,0,0,0,0,1,0,0.5,0.5,0.0,0.5,6,31,6,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08
2378,Ibrahim Sulemana,gh GHA,MF,Atalanta,it Serie A,21-271,2003,5,1,122,1.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,6,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2379,Kamaldeen Sulemana,gh GHA,"FW,MF",Southampton,eng Premier League,23-002,2002,13,4,390,4.3,1,0,1,1,0,0,0,0,0.8,0.8,0.0,0.9,17,6,32,0.23,0.00,0.23,0.23,0.23,0.19,0.01,0.20,0.19,0.20
2380,Crysencio Summerville,nl NED,"FW,MF",West Ham,eng Premier League,23-110,2001,19,7,786,8.7,1,1,2,1,0,0,2,0,1.6,1.6,1.7,3.3,29,18,71,0.11,0.11,0.23,0.11,0.23,0.19,0.19,0.38,0.19,0.38
2381,Tomáš Suslov,sk SVK,"MF,FW",Hellas Verona,it Serie A,22-255,2002,22,19,1517,16.9,0,0,0,0,0,0,5,1,1.4,1.4,1.4,2.8,20,66,62,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.17,0.08,0.17
2382,Suso,es ESP,"FW,MF",Sevilla,es La Liga,31-090,1993,8,0,179,2.0,0,0,0,0,0,0,1,0,0.2,0.2,0.4,0.6,7,14,16,0.00,0.00,0.00,0.00,0.00,0.12,0.19,0.31,0.12,0.31
2383,Zion Suzuki,jp JPN,GK,Parma,it Serie A,22-180,2002,24,24,2144,23.8,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2384,Mattias Svanberg,se SWE,MF,Wolfsburg,de Bundesliga,26-043,1999,15,10,844,9.4,2,1,3,2,0,0,4,0,3.0,3.0,1.3,4.4,4,20,29,0.21,0.11,0.32,0.21,0.32,0.32,0.14,0.47,0.32,0.47
2385,Daniel Svensson,se SWE,DF,Dortmund,de Bundesliga,23-005,2002,2,1,96,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,9,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2386,Marin Šverko,hr CRO,DF,Venezia,it Serie A,27-013,1998,15,11,1041,11.6,1,0,1,1,0,0,3,0,0.3,0.3,0.3,0.7,8,37,1,0.09,0.00,0.09,0.09,0.09,0.03,0.03,0.06,0.03,0.06
2387,Mile Svilar,rs SRB,GK,Roma,it Serie A,25-174,1999,25,25,2250,25.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2388,Michael Svoboda,at AUT,DF,Venezia,it Serie A,26-125,1998,16,15,1314,14.6,1,0,1,1,0,0,1,0,0.2,0.2,0.6,0.8,13,43,5,0.07,0.00,0.07,0.07,0.07,0.01,0.04,0.06,0.01,0.06
2389,Williot Swedberg,se SWE,"FW,MF",Celta Vigo,es La Liga,21-016,2004,22,10,951,10.6,3,3,6,3,0,0,1,0,4.1,4.1,1.9,6.0,24,20,87,0.28,0.28,0.57,0.28,0.57,0.39,0.18,0.57,0.39,0.57
2390,Abakar Sylla,ci CIV,DF,Strasbourg,fr Ligue 1,22-054,2002,14,8,727,8.1,1,0,1,1,0,0,2,0,0.4,0.4,0.0,0.4,0,14,2,0.12,0.00,0.12,0.12,0.12,0.05,0.00,0.05,0.05,0.05
2391,Issiaga Sylla,gn GUI,DF,Montpellier,fr Ligue 1,31-047,1994,15,13,912,10.1,1,0,1,1,0,0,2,0,1.7,1.7,0.3,2.0,26,41,34,0.10,0.00,0.10,0.10,0.10,0.17,0.03,0.20,0.17,0.20
2392,Mamadou Sylla,sn SEN,"FW,MF",Valladolid,es La Liga,30-334,1994,17,11,941,10.5,2,1,3,0,2,2,2,0,3.2,1.6,1.4,3.0,12,10,32,0.19,0.10,0.29,0.00,0.10,0.30,0.13,0.44,0.15,0.29
2393,Wojciech Szczęsny,pl POL,GK,Barcelona,es La Liga,34-305,1990,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2394,Sammie Szmodics,ie IRL,"FW,MF",Ipswich Town,eng Premier League,29-146,1995,18,13,978,10.9,4,0,4,4,0,0,2,0,3.4,3.4,0.2,3.6,16,18,46,0.37,0.00,0.37,0.37,0.37,0.31,0.02,0.33,0.31,0.33
2395,Dominik Szoboszlai,hu HUN,MF,Liverpool,eng Premier League,24-115,2000,23,18,1638,18.2,3,2,5,3,0,0,6,0,5.7,5.7,3.4,9.1,56,90,91,0.16,0.11,0.27,0.16,0.27,0.31,0.19,0.50,0.31,0.50
2396,Alexander Sørloth,no NOR,FW,Atlético Madrid,es La Liga,29-074,1995,21,8,894,9.9,9,2,11,9,0,0,1,0,7.1,7.1,1.3,8.4,17,17,45,0.91,0.20,1.11,0.91,1.11,0.72,0.13,0.85,0.72,0.85
2397,Musa Al-Taamari,jo JOR,"FW,MF",Montpellier,fr Ligue 1,27-252,1997,15,12,1116,12.4,2,1,3,2,0,0,3,0,2.6,2.6,1.5,4.1,55,30,76,0.16,0.08,0.24,0.16,0.24,0.21,0.12,0.33,0.21,0.33
2398,Musa Al-Taamari,jo JOR,"MF,FW",Rennes,fr Ligue 1,27-252,1997,2,2,162,1.8,0,0,0,0,0,0,0,0,0.5,0.5,0.3,0.8,6,1,8,0.00,0.00,0.00,0.00,0.00,0.27,0.19,0.46,0.27,0.46
2399,Haris Tabakovic,ba BIH,"FW,MF",Hoffenheim,de Bundesliga,30-242,1994,11,2,340,3.8,1,1,2,1,0,0,0,0,2.0,2.0,0.5,2.5,1,4,17,0.26,0.26,0.53,0.26,0.53,0.54,0.14,0.67,0.54,0.67
2400,Nicolás Tagliafico,ar ARG,DF,Lyon,fr Ligue 1,32-170,1992,14,14,1175,13.1,3,1,4,3,0,0,6,0,2.2,2.2,0.4,2.7,18,66,38,0.23,0.08,0.31,0.23,0.31,0.17,0.03,0.20,0.17,0.20
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
2401,Jonathan Tah,de GER,DF,Leverkusen,de Bundesliga,29-006,1996,21,21,1890,21.0,2,0,2,2,0,0,2,0,0.7,0.7,0.3,1.1,11,101,8,0.10,0.00,0.10,0.10,0.10,0.03,0.02,0.05,0.03,0.05
2402,Adrien Tameze,cm CMR,"MF,DF",Torino,it Serie A,31-013,1994,16,8,598,6.6,0,0,0,0,0,0,3,0,0.4,0.4,0.8,1.2,14,23,20,0.00,0.00,0.00,0.00,0.00,0.06,0.13,0.19,0.06,0.19
2403,Renato Tapia,pe PER,"MF,DF",Leganés,es La Liga,29-204,1995,21,15,1288,14.3,1,0,1,1,0,0,4,0,0.4,0.4,0.1,0.4,11,34,12,0.07,0.00,0.07,0.07,0.07,0.02,0.01,0.03,0.02,0.03
2404,Edmond Tapsoba,bf BFA,DF,Leverkusen,de Bundesliga,26-015,1999,21,21,1885,20.9,0,0,0,0,0,0,4,0,1.0,1.0,0.2,1.2,41,123,14,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.06,0.05,0.06
2405,Florian Tardieu,fr FRA,MF,Saint-Étienne,fr Ligue 1,32-301,1992,12,3,358,4.0,0,1,1,0,0,0,0,0,0.1,0.1,0.3,0.4,5,35,9,0.00,0.25,0.25,0.00,0.25,0.02,0.08,0.09,0.02,0.09
2406,Mehdi Taremi,ir IRN,FW,Inter,it Serie A,32-214,1992,19,4,517,5.7,1,1,2,0,1,1,1,0,2.5,1.7,1.1,2.8,8,22,27,0.17,0.17,0.35,0.00,0.17,0.43,0.19,0.62,0.29,0.48
2407,Matt Targett,eng ENG,DF,Newcastle Utd,eng Premier League,29-152,1995,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2408,Oussama Targhalline,ma MAR,MF,Le Havre,fr Ligue 1,22-273,2002,14,12,990,11.0,0,0,0,0,0,0,0,0,0.1,0.1,0.7,0.9,25,66,34,0.00,0.00,0.00,0.00,0.00,0.01,0.06,0.08,0.01,0.08
2409,James Tarkowski,eng ENG,DF,Everton,eng Premier League,32-090,1992,25,25,2241,24.9,1,1,2,1,0,0,4,0,1.0,1.0,2.2,3.2,4,58,3,0.04,0.04,0.08,0.04,0.08,0.04,0.09,0.13,0.04,0.13
2410,César Tárrega,es ESP,DF,Valencia,es La Liga,22-357,2002,21,21,1856,20.6,2,0,2,2,0,0,3,0,1.5,1.5,0.0,1.6,17,54,1,0.10,0.00,0.10,0.10,0.10,0.07,0.00,0.08,0.07,0.08
2411,Nuno Tavares,pt POR,DF,Lazio,it Serie A,25-022,2000,18,17,1372,15.2,0,8,8,0,0,0,4,1,0.9,0.9,4.1,5.0,75,85,80,0.00,0.52,0.52,0.00,0.52,0.06,0.27,0.33,0.06,0.33
2412,Marcus Tavernier,eng ENG,"FW,MF",Bournemouth,eng Premier League,25-332,1999,18,13,1200,13.3,2,5,7,2,0,0,3,0,4.5,4.5,2.6,7.1,30,76,85,0.15,0.37,0.52,0.15,0.52,0.34,0.20,0.53,0.34,0.53
2413,Charlie Taylor,eng ENG,DF,Southampton,eng Premier League,31-152,1993,7,2,266,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,3,8,6,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03
2414,Jack Taylor,ie IRL,MF,Ipswich Town,eng Premier League,26-239,1998,19,1,419,4.7,1,0,1,1,0,0,3,0,0.5,0.5,0.5,1.1,8,32,13,0.21,0.00,0.21,0.21,0.21,0.12,0.12,0.23,0.12,0.23
2415,Loum Tchaouna,fr FRA,"FW,MF",Lazio,it Serie A,21-162,2003,17,3,456,5.1,1,0,1,1,0,0,4,1,2.2,2.2,0.6,2.8,17,14,51,0.20,0.00,0.20,0.20,0.20,0.44,0.11,0.55,0.44,0.55
2416,Jackson Tchatchoua,cm CMR,"DF,MF",Hellas Verona,it Serie A,23-156,2001,23,23,1997,22.2,2,2,4,2,0,0,6,1,1.5,1.5,1.7,3.1,63,45,109,0.09,0.09,0.18,0.09,0.18,0.07,0.08,0.14,0.07,0.14
2417,Enzo Tchato,cm CMR,DF,Montpellier,fr Ligue 1,22-086,2002,22,16,1584,17.6,0,0,0,0,0,0,3,0,0.1,0.1,0.6,0.6,37,55,74,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.04,0.00,0.04
2418,Aurélien Tchouaméni,fr FRA,"DF,MF",Real Madrid,es La Liga,25-021,2000,19,19,1634,18.2,0,0,0,0,0,0,1,0,1.1,1.1,0.5,1.6,14,112,7,0.00,0.00,0.00,0.00,0.00,0.06,0.03,0.09,0.06,0.09
2419,Álvaro Tejero,es ESP,"MF,DF",Espanyol,es La Liga,28-212,1996,21,13,1108,12.3,1,3,4,1,0,0,2,0,0.6,0.6,2.6,3.2,24,37,63,0.08,0.24,0.32,0.08,0.32,0.05,0.21,0.26,0.05,0.26
2420,Martín Tejón,es ESP,"MF,DF",Valencia,es La Liga,20-311,2004,4,0,49,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,4,6,0.00,0.00,0.00,0.00,0.00,0.16,0.05,0.21,0.16,0.21
2421,Mathys Tel,fr FRA,FW,Tottenham,eng Premier League,19-296,2005,1,1,90,1.0,0,0,0,0,0,0,0,0,0.7,0.7,0.1,0.8,2,0,6,0.00,0.00,0.00,0.00,0.00,0.72,0.06,0.78,0.72,0.78
2422,Mathys Tel,fr FRA,"FW,MF",Bayern Munich,de Bundesliga,19-296,2005,8,2,256,2.8,0,1,1,0,0,0,0,0,0.7,0.7,0.3,1.0,6,9,34,0.00,0.35,0.35,0.00,0.35,0.26,0.10,0.36,0.26,0.36
2423,Nathan Tella,ng NGA,"FW,MF",Leverkusen,de Bundesliga,25-227,1999,18,9,812,9.0,1,2,3,1,0,0,0,0,2.1,2.1,0.6,2.6,18,19,80,0.11,0.22,0.33,0.11,0.33,0.23,0.06,0.29,0.23,0.29
2424,Nahuel Tenaglia,ar ARG,DF,Alavés,es La Liga,28-362,1996,21,21,1831,20.3,1,1,2,1,0,0,7,0,1.6,1.6,0.8,2.4,26,53,66,0.05,0.05,0.10,0.05,0.10,0.08,0.04,0.12,0.08,0.12
2425,Casper Tengstedt,dk DEN,FW,Hellas Verona,it Serie A,24-261,2000,20,18,1306,14.5,6,1,7,5,1,1,2,0,5.0,4.3,0.7,4.9,27,26,74,0.41,0.07,0.48,0.34,0.41,0.35,0.04,0.39,0.29,0.34
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
2426,Marc-André ter Stegen,de GER,GK,Barcelona,es La Liga,32-293,1992,6,6,494,5.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2427,Filippo Terracciano,it ITA,"DF,MF",Milan,it Serie A,22-009,2003,10,6,527,5.9,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.3,5,14,9,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.04,0.03,0.04
2428,Pietro Terracciano,it ITA,GK,Fiorentina,it Serie A,34-346,1990,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
